PK,SK,kanji_char,component_char,,,EntityType
KANJI#558,COMPONENT#275,取,又,,,KanjiComponent
KANJI#559,COMPONENT#87,収,丩,,,KanjiComponent
KANJI#559,COMPONENT#275,収,又,,,KanjiComponent
KANJI#560,COMPONENT#266,反,厂,,,KanjiComponent
KANJI#560,COMPONENT#275,反,又,,,KanjiComponent
KANJI#561,COMPONENT#35,参,ム,,,KanjiComponent
KANJI#561,COMPONENT#352,参,大,,,KanjiComponent
KANJI#561,COMPONENT#484,参,彡,,,KanjiComponent
KANJI#562,COMPONENT#266,原,厂,,,KanjiComponent
KANJI#562,COMPONENT#681,原,白,,,KanjiComponent
KANJI#562,COMPONENT#539,原,日小,,,KanjiComponent
KANJI#563,COMPONENT#20,危,ク,,,KanjiComponent
KANJI#563,COMPONENT#267,危,厃,,,KanjiComponent
KANJI#563,COMPONENT#50,危,㔾,,,KanjiComponent
KANJI#563,COMPONENT#266,危,厂,,,KanjiComponent
KANJI#564,COMPONENT#662,単,甲,,,KanjiComponent
KANJI#564,COMPONENT#11,単,⺍,,,KanjiComponent
KANJI#564,COMPONENT#242,単,十,,,KanjiComponent
KANJI#564,COMPONENT#662,単,甲,,,KanjiComponent
KANJI#565,COMPONENT#18,化,イ,,,KanjiComponent
KANJI#565,COMPONENT#31,化,ヒ,,,KanjiComponent
KANJI#566,COMPONENT#336,勤,堇,,,KanjiComponent
KANJI#566,COMPONENT#221,勤,力,,,KanjiComponent
KANJI#567,COMPONENT#567,勝,月,,,KanjiComponent
KANJI#567,COMPONENT#903,勝,龹,,,KanjiComponent
KANJI#567,COMPONENT#221,勝,力,,,KanjiComponent
KANJI#568,COMPONENT#34,務,マ,,,KanjiComponent
KANJI#568,COMPONENT#694,務,矛,,,KanjiComponent
KANJI#568,COMPONENT#221,務,力,,,KanjiComponent
KANJI#568,COMPONENT#518,務,攵,,,KanjiComponent
KANJI#568,COMPONENT#115,務,予,,,KanjiComponent
KANJI#569,COMPONENT#12,労,⺍冖,,,KanjiComponent
KANJI#569,COMPONENT#221,労,力,,,KanjiComponent
KANJI#570,COMPONENT#368,努,奴,,,KanjiComponent
KANJI#570,COMPONENT#221,努,力,,,KanjiComponent
KANJI#570,COMPONENT#367,努,女,,,KanjiComponent
KANJI#570,COMPONENT#275,努,又,,,KanjiComponent
KANJI#571,COMPONENT#77,助,且,,,KanjiComponent
KANJI#571,COMPONENT#221,助,力,,,KanjiComponent
KANJI#572,COMPONENT#221,加,力,,,KanjiComponent
KANJI#572,COMPONENT#285,加,口,,,KanjiComponent
KANJI#573,COMPONENT#389,割,害,,,KanjiComponent
KANJI#573,COMPONENT#212,割,刂,,,KanjiComponent
KANJI#574,COMPONENT#133,刻,亥,,,KanjiComponent
KANJI#574,COMPONENT#212,刻,刂,,,KanjiComponent
KANJI#575,COMPONENT#445,制,巾,,,KanjiComponent
KANJI#575,COMPONENT#212,制,刂,,,KanjiComponent
KANJI#575,COMPONENT#643,制,牛,,,KanjiComponent
KANJI#576,COMPONENT#708,到,禾,,,KanjiComponent
KANJI#576,COMPONENT#212,到,刂,,,KanjiComponent
KANJI#577,COMPONENT#708,利,禾,,,KanjiComponent
KANJI#577,COMPONENT#212,利,刂,,,KanjiComponent
KANJI#578,COMPONENT#251,判,半,,,KanjiComponent
KANJI#578,COMPONENT#212,判,刂,,,KanjiComponent
KANJI#579,COMPONENT#800,初,衤,,,KanjiComponent
KANJI#579,COMPONENT#211,初,刀,,,KanjiComponent
KANJI#580,COMPONENT#217,列,列,,,KanjiComponent
KANJI#580,COMPONENT#601,列,歹,,,KanjiComponent
KANJI#580,COMPONENT#212,列,刂,,,KanjiComponent
KANJI#581,COMPONENT#343,処,夂,,,KanjiComponent
KANJI#581,COMPONENT#205,処,几,,,KanjiComponent
KANJI#582,COMPONENT#151,冷,令,,,KanjiComponent
KANJI#582,COMPONENT#202,冷,冫,,,KanjiComponent
KANJI#582,COMPONENT#34,冷,マ,,,KanjiComponent
KANJI#582,COMPONENT#143,冷,人,,,KanjiComponent
KANJI#583,COMPONENT#188,内,冂,,,KanjiComponent
KANJI#583,COMPONENT#143,内,人,,,KanjiComponent
KANJI#584,COMPONENT#822,具,貝,,,KanjiComponent
KANJI#584,COMPONENT#65,具,一,,,KanjiComponent
KANJI#584,COMPONENT#686,具,目,,,KanjiComponent
KANJI#584,COMPONENT#177,具,八,,,KanjiComponent
KANJI#585,COMPONENT#180,共,共,,,KanjiComponent
KANJI#585,COMPONENT#901,共,龷,,,KanjiComponent
KANJI#585,COMPONENT#177,共,八,,,KanjiComponent
KANJI#586,COMPONENT#143,全,人,,,KanjiComponent
KANJI#586,COMPONENT#650,全,王,,,KanjiComponent
KANJI#587,COMPONENT#10,光,⺌,,,KanjiComponent
KANJI#587,COMPONENT#164,光,儿,,,KanjiComponent
KANJI#588,COMPONENT#18,優,イ,,,KanjiComponent
KANJI#588,COMPONENT#57,優,㥑,,,KanjiComponent
KANJI#588,COMPONENT#343,優,夂,,,KanjiComponent
KANJI#588,COMPONENT#491,優,心,,,KanjiComponent
KANJI#589,COMPONENT#18,働,イ,,,KanjiComponent
KANJI#589,COMPONENT#226,働,動,,,KanjiComponent
KANJI#589,COMPONENT#849,働,重,,,KanjiComponent
KANJI#589,COMPONENT#221,働,力,,,KanjiComponent
KANJI#590,COMPONENT#18,備,イ,,,KanjiComponent
KANJI#590,COMPONENT#901,備,龷,,,KanjiComponent
KANJI#590,COMPONENT#657,備,用,,,KanjiComponent
KANJI#590,COMPONENT#70,備,丆,,,KanjiComponent
KANJI#591,COMPONENT#18,偶,イ,,,KanjiComponent
KANJI#591,COMPONENT#706,偶,禺,,,KanjiComponent
KANJI#591,COMPONENT#662,偶,甲,,,KanjiComponent
KANJI#592,COMPONENT#18,側,イ,,,KanjiComponent
KANJI#592,COMPONENT#220,側,則,,,KanjiComponent
KANJI#592,COMPONENT#822,側,貝,,,KanjiComponent
KANJI#592,COMPONENT#212,側,刂,,,KanjiComponent
KANJI#593,COMPONENT#18,偉,イ,,,KanjiComponent
KANJI#593,COMPONENT#872,偉,韋,,,KanjiComponent
KANJI#593,COMPONENT#42,偉,㐄,,,KanjiComponent
KANJI#594,COMPONENT#18,値,イ,,,KanjiComponent
KANJI#594,COMPONENT#687,値,直,,,KanjiComponent
KANJI#594,COMPONENT#686,値,目,,,KanjiComponent
KANJI#595,COMPONENT#18,候,イ,,,KanjiComponent
KANJI#595,COMPONENT#37,候,ユ,,,KanjiComponent
KANJI#595,COMPONENT#696,候,矢,,,KanjiComponent
KANJI#596,COMPONENT#18,倒,イ,,,KanjiComponent
KANJI#596,COMPONENT#66,倒,一ム,,,KanjiComponent
KANJI#596,COMPONENT#327,倒,土,,,KanjiComponent
KANJI#596,COMPONENT#766,倒,至,,,KanjiComponent
KANJI#597,COMPONENT#18,信,イ,,,KanjiComponent
KANJI#597,COMPONENT#810,信,言,,,KanjiComponent
KANJI#598,COMPONENT#18,係,イ,,,KanjiComponent
KANJI#598,COMPONENT#728,係,糸,,,KanjiComponent
KANJI#598,COMPONENT#459,係,幺,,,KanjiComponent
KANJI#598,COMPONENT#407,係,小,,,KanjiComponent
KANJI#599,COMPONENT#18,便,イ,,,KanjiComponent
KANJI#599,COMPONENT#561,便,更,,,KanjiComponent
KANJI#599,COMPONENT#663,便,申,,,KanjiComponent
KANJI#600,COMPONENT#18,供,イ,,,KanjiComponent
KANJI#600,COMPONENT#180,供,共,,,KanjiComponent
KANJI#600,COMPONENT#901,供,龷,,,KanjiComponent
KANJI#601,COMPONENT#18,例,イ,,,KanjiComponent
KANJI#601,COMPONENT#217,例,列,,,KanjiComponent
KANJI#601,COMPONENT#601,例,歹,,,KanjiComponent
KANJI#601,COMPONENT#212,例,刂,,,KanjiComponent
KANJI#602,COMPONENT#143,余,人,,,KanjiComponent
KANJI#602,COMPONENT#407,余,小,,,KanjiComponent
KANJI#603,COMPONENT#18,位,イ,,,KanjiComponent
KANJI#603,COMPONENT#716,位,立,,,KanjiComponent
KANJI#604,COMPONENT#18,似,イ,,,KanjiComponent
KANJI#604,COMPONENT#152,似,以,,,KanjiComponent
KANJI#604,COMPONENT#143,似,人,,,KanjiComponent
KANJI#605,COMPONENT#18,伝,イ,,,KanjiComponent
KANJI#605,COMPONENT#120,伝,云,,,KanjiComponent
KANJI#606,COMPONENT#18,任,イ,,,KanjiComponent
KANJI#606,COMPONENT#338,任,壬,,,KanjiComponent
KANJI#607,COMPONENT#18,件,イ,,,KanjiComponent
KANJI#607,COMPONENT#643,件,牛,,,KanjiComponent
KANJI#608,COMPONENT#18,付,イ,,,KanjiComponent
KANJI#608,COMPONENT#396,付,寸,,,KanjiComponent
KANJI#609,COMPONENT#18,他,イ,,,KanjiComponent
KANJI#609,COMPONENT#111,他,也,,,KanjiComponent
KANJI#610,COMPONENT#127,交,亠,,,KanjiComponent
KANJI#610,COMPONENT#640,交,父,,,KanjiComponent
KANJI#611,COMPONENT#127,亡,亠,,,KanjiComponent
KANJI#612,COMPONENT#481,互,彑,,,KanjiComponent
KANJI#613,COMPONENT#20,争,ク,,,KanjiComponent
KANJI#614,COMPONENT#34,予,マ,,,KanjiComponent
KANJI#615,COMPONENT#572,乗,木,,,KanjiComponent
KANJI#615,COMPONENT#708,乗,禾,,,KanjiComponent
KANJI#616,COMPONENT#188,両,冂,,,KanjiComponent
KANJI#616,COMPONENT#426,両,山,,,KanjiComponent
KANJI#617,COMPONENT#65,与,一,,,KanjiComponent
KANJI#618,COMPONENT#600,齢,歯,,,KanjiComponent
KANJI#618,COMPONENT#151,齢,令,,,KanjiComponent
KANJI#618,COMPONENT#724,齢,米,,,KanjiComponent
KANJI#618,COMPONENT#595,齢,止,,,KanjiComponent
KANJI#618,COMPONENT#208,齢,凵,,,KanjiComponent
KANJI#619,COMPONENT#765,鼻,自,,,KanjiComponent
KANJI#619,COMPONENT#660,鼻,田,,,KanjiComponent
KANJI#619,COMPONENT#471,鼻,廾,,,KanjiComponent
KANJI#620,COMPONENT#901,黄,龷,,,KanjiComponent
KANJI#620,COMPONENT#661,黄,由,,,KanjiComponent
KANJI#620,COMPONENT#177,黄,八,,,KanjiComponent
KANJI#621,COMPONENT#900,麦,龶,,,KanjiComponent
KANJI#621,COMPONENT#343,麦,夂,,,KanjiComponent
KANJI#622,COMPONENT#195,骨,冎,,,KanjiComponent
KANJI#622,COMPONENT#567,骨,月,,,KanjiComponent
KANJI#623,COMPONENT#884,駐,馬,,,KanjiComponent
KANJI#623,COMPONENT#96,駐,主,,,KanjiComponent
KANJI#623,COMPONENT#650,駐,王,,,KanjiComponent
KANJI#623,COMPONENT#632,駐,灬,,,KanjiComponent
KANJI#624,COMPONENT#708,香,禾,,,KanjiComponent
KANJI#624,COMPONENT#538,香,日,,,KanjiComponent
KANJI#625,COMPONENT#388,額,客,,,KanjiComponent
KANJI#625,COMPONENT#875,額,頁,,,KanjiComponent
KANJI#625,COMPONENT#822,額,貝,,,KanjiComponent
KANJI#625,COMPONENT#686,額,目,,,KanjiComponent
KANJI#625,COMPONENT#343,額,夂,,,KanjiComponent
KANJI#626,COMPONENT#151,領,令,,,KanjiComponent
KANJI#626,COMPONENT#875,領,頁,,,KanjiComponent
KANJI#626,COMPONENT#822,領,貝,,,KanjiComponent
KANJI#626,COMPONENT#686,領,目,,,KanjiComponent
KANJI#627,COMPONENT#115,預,予,,,KanjiComponent
KANJI#627,COMPONENT#875,預,頁,,,KanjiComponent
KANJI#627,COMPONENT#822,預,貝,,,KanjiComponent
KANJI#627,COMPONENT#686,預,目,,,KanjiComponent
KANJI#627,COMPONENT#34,預,マ,,,KanjiComponent
KANJI#628,COMPONENT#430,順,川,,,KanjiComponent
KANJI#628,COMPONENT#875,順,頁,,,KanjiComponent
KANJI#628,COMPONENT#822,順,貝,,,KanjiComponent
KANJI#628,COMPONENT#686,順,目,,,KanjiComponent
KANJI#629,COMPONENT#472,革,廿,,,KanjiComponent
KANJI#629,COMPONENT#89,革,中,,,KanjiComponent
KANJI#629,COMPONENT#242,革,十,,,KanjiComponent
KANJI#630,COMPONENT#865,震,雨,,,KanjiComponent
KANJI#630,COMPONENT#838,震,辰,,,KanjiComponent
KANJI#631,COMPONENT#865,零,雨,,,KanjiComponent
KANJI#631,COMPONENT#151,零,令,,,KanjiComponent
KANJI#632,COMPONENT#865,雲,雨,,,KanjiComponent
KANJI#632,COMPONENT#120,雲,云,,,KanjiComponent
KANJI#633,COMPONENT#510,雇,戸,,,KanjiComponent
KANJI#633,COMPONENT#859,雇,隹,,,KanjiComponent
KANJI#634,COMPONENT#859,隻,隹,,,KanjiComponent
KANJI#634,COMPONENT#275,隻,又,,,KanjiComponent
KANJI#635,COMPONENT#856,階,阝,,,KanjiComponent
KANJI#635,COMPONENT#609,階,比,,,KanjiComponent
KANJI#635,COMPONENT#681,階,白,,,KanjiComponent
KANJI#635,COMPONENT#31,階,ヒ,,,KanjiComponent
KANJI#636,COMPONENT#856,隅,阝,,,KanjiComponent
KANJI#636,COMPONENT#706,隅,禺,,,KanjiComponent
KANJI#636,COMPONENT#662,隅,甲,,,KanjiComponent
KANJI#637,COMPONENT#856,陸,阝,,,KanjiComponent
KANJI#637,COMPONENT#332,陸,坴,,,KanjiComponent
KANJI#637,COMPONENT#329,陸,圥,,,KanjiComponent
KANJI#637,COMPONENT#327,陸,土,,,KanjiComponent
KANJI#638,COMPONENT#856,防,阝,,,KanjiComponent
KANJI#638,COMPONENT#533,防,方,,,KanjiComponent
KANJI#640,COMPONENT#851,録,金,,,KanjiComponent
KANJI#640,COMPONENT#480,録,彐,,,KanjiComponent
KANJI#640,COMPONENT#618,録,氺,,,KanjiComponent
KANJI#641,COMPONENT#851,鋭,金,,,KanjiComponent
KANJI#641,COMPONENT#168,鋭,兄,,,KanjiComponent
KANJI#642,COMPONENT#851,銅,金,,,KanjiComponent
KANJI#642,COMPONENT#302,銅,同,,,KanjiComponent
KANJI#643,COMPONENT#851,鉱,金,,,KanjiComponent
KANJI#643,COMPONENT#462,鉱,広,,,KanjiComponent
KANJI#643,COMPONENT#461,鉱,广,,,KanjiComponent
KANJI#644,COMPONENT#851,鉄,金,,,KanjiComponent
KANJI#644,COMPONENT#359,鉄,失,,,KanjiComponent
KANJI#645,COMPONENT#851,鈍,金,,,KanjiComponent
KANJI#645,COMPONENT#424,鈍,屯,,,KanjiComponent
KANJI#645,COMPONENT#108,鈍,乚,,,KanjiComponent
KANJI#646,COMPONENT#851,針,金,,,KanjiComponent
KANJI#646,COMPONENT#242,針,十,,,KanjiComponent
KANJI#647,COMPONENT#538,量,日,,,KanjiComponent
KANJI#647,COMPONENT#65,量,一,,,KanjiComponent
KANJI#647,COMPONENT#848,量,里,,,KanjiComponent
KANJI#647,COMPONENT#541,量,旦,,,KanjiComponent
KANJI#648,COMPONENT#333,郵,垂,,,KanjiComponent
KANJI#648,COMPONENT#856,郵,阝,,,KanjiComponent
KANJI#649,COMPONENT#856,郊,阝,,,KanjiComponent
KANJI#649,COMPONENT#132,郊,交,,,KanjiComponent
KANJI#649,COMPONENT#640,郊,父,,,KanjiComponent
KANJI#650,COMPONENT#905,造,辶,,,KanjiComponent
KANJI#650,COMPONENT#309,造,告,,,KanjiComponent
KANJI#651,COMPONENT#905,逆,辶,,,KanjiComponent
KANJI#651,COMPONENT#425,逆,屰,,,KanjiComponent
KANJI#652,COMPONENT#905,述,辶,,,KanjiComponent
KANJI#652,COMPONENT#576,述,朮,,,KanjiComponent
KANJI#653,COMPONENT#905,辺,辶,,,KanjiComponent
KANJI#653,COMPONENT#211,辺,刀,,,KanjiComponent
KANJI#654,COMPONENT#560,農,曲,,,KanjiComponent
KANJI#654,COMPONENT#838,農,辰,,,KanjiComponent
KANJI#655,COMPONENT#716,辛,立,,,KanjiComponent
KANJI#655,COMPONENT#242,辛,十,,,KanjiComponent
KANJI#656,COMPONENT#834,輸,車,,,KanjiComponent
KANJI#656,COMPONENT#162,輸,俞,,,KanjiComponent
KANJI#656,COMPONENT#567,輸,月,,,KanjiComponent
KANJI#656,COMPONENT#212,輸,刂,,,KanjiComponent
KANJI#657,COMPONENT#834,輪,車,,,KanjiComponent
KANJI#657,COMPONENT#160,輪,侖,,,KanjiComponent
KANJI#658,COMPONENT#834,軽,車,,,KanjiComponent
KANJI#658,COMPONENT#328,軽,圣,,,KanjiComponent
KANJI#658,COMPONENT#275,軽,又,,,KanjiComponent
KANJI#658,COMPONENT#327,軽,土,,,KanjiComponent
KANJI#659,COMPONENT#834,軟,車,,,KanjiComponent
KANJI#659,COMPONENT#592,軟,欠,,,KanjiComponent
KANJI#660,COMPONENT#834,軒,車,,,KanjiComponent
KANJI#660,COMPONENT#454,軒,干,,,KanjiComponent
KANJI#661,COMPONENT#835,軍,軍,,,KanjiComponent
KANJI#661,COMPONENT#834,軍,車,,,KanjiComponent
KANJI#661,COMPONENT#199,軍,冖,,,KanjiComponent
KANJI#662,COMPONENT#830,踊,足,,,KanjiComponent
KANJI#662,COMPONENT#595,踊,止,,,KanjiComponent
KANJI#662,COMPONENT#659,踊,甬,,,KanjiComponent
KANJI#662,COMPONENT#34,踊,マ,,,KanjiComponent
KANJI#663,COMPONENT#830,跡,足,,,KanjiComponent
KANJI#663,COMPONENT#134,跡,亦,,,KanjiComponent
KANJI#663,COMPONENT#595,跡,止,,,KanjiComponent
KANJI#664,COMPONENT#829,超,走,,,KanjiComponent
KANJI#664,COMPONENT#291,超,召,,,KanjiComponent
KANJI#664,COMPONENT#327,超,土,,,KanjiComponent
KANJI#664,COMPONENT#211,超,刀,,,KanjiComponent
KANJI#665,COMPONENT#564,贈,曽,,,KanjiComponent
KANJI#665,COMPONENT#822,贈,貝,,,KanjiComponent
KANJI#665,COMPONENT#686,贈,目,,,KanjiComponent
KANJI#665,COMPONENT#660,贈,田,,,KanjiComponent
KANJI#666,COMPONENT#764,賢,臤,,,KanjiComponent
KANJI#666,COMPONENT#822,賢,貝,,,KanjiComponent
KANJI#666,COMPONENT#686,賢,目,,,KanjiComponent
KANJI#666,COMPONENT#763,賢,臣,,,KanjiComponent
KANJI#666,COMPONENT#275,賢,又,,,KanjiComponent
KANJI#667,COMPONENT#822,賞,貝,,,KanjiComponent
KANJI#667,COMPONENT#315,賞,員,,,KanjiComponent
KANJI#667,COMPONENT#686,賞,目,,,KanjiComponent
KANJI#667,COMPONENT#902,賞,龸,,,KanjiComponent
KANJI#668,COMPONENT#211,貿,刀,,,KanjiComponent
KANJI#668,COMPONENT#822,貿,貝,,,KanjiComponent
KANJI#668,COMPONENT#686,貿,目,,,KanjiComponent
KANJI#669,COMPONENT#822,貯,貝,,,KanjiComponent
KANJI#669,COMPONENT#379,貯,宁,,,KanjiComponent
KANJI#669,COMPONENT#67,貯,丁,,,KanjiComponent
KANJI#670,COMPONENT#822,販,貝,,,KanjiComponent
KANJI#670,COMPONENT#279,販,反,,,KanjiComponent
KANJI#670,COMPONENT#275,販,又,,,KanjiComponent
KANJI#670,COMPONENT#266,販,厂,,,KanjiComponent
KANJI#671,COMPONENT#238,貨,化,,,KanjiComponent
KANJI#671,COMPONENT#822,貨,貝,,,KanjiComponent
KANJI#671,COMPONENT#18,貨,イ,,,KanjiComponent
KANJI#671,COMPONENT#31,貨,ヒ,,,KanjiComponent
KANJI#672,COMPONENT#686,貝,目,,,KanjiComponent
KANJI#672,COMPONENT#177,貝,八,,,KanjiComponent
KANJI#673,COMPONENT#20,象,ク,,,KanjiComponent
KANJI#673,COMPONENT#816,象,豕,,,KanjiComponent
KANJI#674,COMPONENT#560,豊,曲,,,KanjiComponent
KANJI#674,COMPONENT#813,豊,豆,,,KanjiComponent
KANJI#675,COMPONENT#177,谷,八,,,KanjiComponent
KANJI#675,COMPONENT#143,谷,人,,,KanjiComponent
KANJI#675,COMPONENT#285,谷,口,,,KanjiComponent
KANJI#676,COMPONENT#810,講,言,,,KanjiComponent
KANJI#676,COMPONENT#198,講,冓,,,KanjiComponent
KANJI#676,COMPONENT#122,講,井,,,KanjiComponent
KANJI#676,COMPONENT#194,講,再,,,KanjiComponent
KANJI#677,COMPONENT#810,諸,言,,,KanjiComponent
KANJI#677,COMPONENT#746,諸,者,,,KanjiComponent
KANJI#677,COMPONENT#744,諸,耂,,,KanjiComponent
KANJI#678,COMPONENT#810,課,言,,,KanjiComponent
KANJI#678,COMPONENT#585,課,果,,,KanjiComponent
KANJI#678,COMPONENT#662,課,甲,,,KanjiComponent
KANJI#678,COMPONENT#572,課,木,,,KanjiComponent
KANJI#679,COMPONENT#810,誌,言,,,KanjiComponent
KANJI#679,COMPONENT#495,誌,志,,,KanjiComponent
KANJI#679,COMPONENT#337,誌,士,,,KanjiComponent
KANJI#679,COMPONENT#491,誌,心,,,KanjiComponent
KANJI#680,COMPONENT#810,詰,言,,,KanjiComponent
KANJI#680,COMPONENT#300,詰,吉,,,KanjiComponent
KANJI#680,COMPONENT#337,詰,士,,,KanjiComponent
KANJI#681,COMPONENT#810,詞,言,,,KanjiComponent
KANJI#681,COMPONENT#296,詞,司,,,KanjiComponent
KANJI#682,COMPONENT#810,設,言,,,KanjiComponent
KANJI#682,COMPONENT#603,設,殳,,,KanjiComponent
KANJI#682,COMPONENT#205,設,几,,,KanjiComponent
KANJI#682,COMPONENT#275,設,又,,,KanjiComponent
KANJI#683,COMPONENT#810,訓,言,,,KanjiComponent
KANJI#683,COMPONENT#430,訓,川,,,KanjiComponent
KANJI#684,COMPONENT#809,触,角,,,KanjiComponent
KANJI#684,COMPONENT#795,触,虫,,,KanjiComponent
KANJI#684,COMPONENT#20,触,ク,,,KanjiComponent
KANJI#684,COMPONENT#89,触,中,,,KanjiComponent
KANJI#685,COMPONENT#20,角,ク,,,KanjiComponent
KANJI#686,COMPONENT#800,複,衤,,,KanjiComponent
KANJI#686,COMPONENT#348,複,复,,,KanjiComponent
KANJI#686,COMPONENT#343,複,夂,,,KanjiComponent
KANJI#687,COMPONENT#800,補,衤,,,KanjiComponent
KANJI#687,COMPONENT#658,補,甫,,,KanjiComponent
KANJI#688,COMPONENT#127,裏,亠,,,KanjiComponent
KANJI#688,COMPONENT#848,裏,里,,,KanjiComponent
KANJI#688,COMPONENT#799,裏,衣,,,KanjiComponent
KANJI#689,COMPONENT#339,装,壮,,,KanjiComponent
KANJI#689,COMPONENT#799,装,衣,,,KanjiComponent
KANJI#689,COMPONENT#337,装,士,,,KanjiComponent
KANJI#689,COMPONENT#88,装,丬,,,KanjiComponent
KANJI#690,COMPONENT#683,被,皮,,,KanjiComponent
KANJI#690,COMPONENT#275,被,又,,,KanjiComponent
KANJI#690,COMPONENT#279,被,反,,,KanjiComponent
KANJI#691,COMPONENT#150,袋,代,,,KanjiComponent
KANJI#691,COMPONENT#799,袋,衣,,,KanjiComponent
KANJI#691,COMPONENT#18,袋,イ,,,KanjiComponent
KANJI#691,COMPONENT#474,袋,弋,,,KanjiComponent
KANJI#692,COMPONENT#127,衣,亠,,,KanjiComponent
KANJI#693,COMPONENT#684,血,皿,,,KanjiComponent
KANJI#694,COMPONENT#89,虫,中,,,KanjiComponent
KANJI#695,COMPONENT#778,薄,艹,,,KanjiComponent
KANJI#695,COMPONENT#400,薄,専,,,KanjiComponent
KANJI#695,COMPONENT#616,薄,氵,,,KanjiComponent
KANJI#695,COMPONENT#396,薄,寸,,,KanjiComponent
KANJI#696,COMPONENT#778,蔵,艹,,,KanjiComponent
KANJI#696,COMPONENT#505,蔵,戊,,,KanjiComponent
KANJI#696,COMPONENT#763,蔵,臣,,,KanjiComponent
KANJI#697,COMPONENT#778,蒸,艹,,,KanjiComponent
KANJI#697,COMPONENT#83,蒸,丞,,,KanjiComponent
KANJI#697,COMPONENT#632,蒸,灬,,,KanjiComponent
KANJI#698,COMPONENT#778,著,艹,,,KanjiComponent
KANJI#698,COMPONENT#746,著,者,,,KanjiComponent
KANJI#698,COMPONENT#744,著,耂,,,KanjiComponent
KANJI#698,COMPONENT#538,著,日,,,KanjiComponent
KANJI#699,COMPONENT#778,菜,艹,,,KanjiComponent
KANJI#699,COMPONENT#847,菜,采,,,KanjiComponent
KANJI#699,COMPONENT#13,菜,⺤,,,KanjiComponent
KANJI#699,COMPONENT#572,菜,木,,,KanjiComponent
KANJI#700,COMPONENT#778,菓,艹,,,KanjiComponent
KANJI#700,COMPONENT#585,菓,果,,,KanjiComponent
KANJI#700,COMPONENT#662,菓,甲,,,KanjiComponent
KANJI#700,COMPONENT#572,菓,木,,,KanjiComponent
KANJI#701,COMPONENT#778,荷,艹,,,KanjiComponent
KANJI#701,COMPONENT#156,荷,何,,,KanjiComponent
KANJI#701,COMPONENT#18,荷,イ,,,KanjiComponent
KANJI#701,COMPONENT#292,荷,可,,,KanjiComponent
KANJI#702,COMPONENT#778,荒,艹,,,KanjiComponent
KANJI#702,COMPONENT#130,荒,亡,,,KanjiComponent
KANJI#702,COMPONENT#430,荒,川,,,KanjiComponent
KANJI#702,COMPONENT#432,荒,巟,,,KanjiComponent
KANJI#703,COMPONENT#778,芸,艹,,,KanjiComponent
KANJI#703,COMPONENT#120,芸,云,,,KanjiComponent
KANJI#704,COMPONENT#773,般,舟,,,KanjiComponent
KANJI#704,COMPONENT#603,般,殳,,,KanjiComponent
KANJI#705,COMPONENT#773,航,舟,,,KanjiComponent
KANJI#705,COMPONENT#131,航,亢,,,KanjiComponent
KANJI#705,COMPONENT#205,航,几,,,KanjiComponent
KANJI#706,COMPONENT#95,舟,丹,,,KanjiComponent
KANJI#707,COMPONENT#763,臣,臣,,,KanjiComponent
KANJI#707,COMPONENT#436,臣,巨,,,KanjiComponent
KANJI#708,COMPONENT#567,臓,月,,,KanjiComponent
KANJI#708,COMPONENT#791,臓,蔵,,,KanjiComponent
KANJI#708,COMPONENT#763,臓,臣,,,KanjiComponent
KANJI#708,COMPONENT#505,臓,戊,,,KanjiComponent
KANJI#709,COMPONENT#792,膚,虍,,,KanjiComponent
KANJI#709,COMPONENT#759,膚,胃,,,KanjiComponent
KANJI#709,COMPONENT#660,膚,田,,,KanjiComponent
KANJI#709,COMPONENT#567,膚,月,,,KanjiComponent
KANJI#710,COMPONENT#567,腰,月,,,KanjiComponent
KANJI#710,COMPONENT#805,腰,覀,,,KanjiComponent
KANJI#710,COMPONENT#367,腰,女,,,KanjiComponent
KANJI#710,COMPONENT#806,腰,要,,,KanjiComponent
KANJI#711,COMPONENT#567,腕,月,,,KanjiComponent
KANJI#711,COMPONENT#349,腕,夕,,,KanjiComponent
KANJI#711,COMPONENT#350,腕,夗,,,KanjiComponent
KANJI#711,COMPONENT#50,腕,㔾,,,KanjiComponent
KANJI#712,COMPONENT#567,脳,月,,,KanjiComponent
KANJI#712,COMPONENT#11,脳,⺍,,,KanjiComponent
KANJI#712,COMPONENT#209,脳,凶,,,KanjiComponent
KANJI#713,COMPONENT#567,脂,月,,,KanjiComponent
KANJI#713,COMPONENT#31,脂,ヒ,,,KanjiComponent
KANJI#713,COMPONENT#543,脂,旨,,,KanjiComponent
KANJI#713,COMPONENT#538,脂,日,,,KanjiComponent
KANJI#714,COMPONENT#567,胸,月,,,KanjiComponent
KANJI#714,COMPONENT#209,胸,凶,,,KanjiComponent
KANJI#714,COMPONENT#234,胸,匈,,,KanjiComponent
KANJI#714,COMPONENT#228,胸,勹,,,KanjiComponent
KANJI#715,COMPONENT#660,胃,田,,,KanjiComponent
KANJI#715,COMPONENT#567,胃,月,,,KanjiComponent
KANJI#716,COMPONENT#595,肯,止,,,KanjiComponent
KANJI#716,COMPONENT#567,肯,月,,,KanjiComponent
KANJI#717,COMPONENT#510,肩,戸,,,KanjiComponent
KANJI#717,COMPONENT#567,肩,月,,,KanjiComponent
KANJI#718,COMPONENT#567,肌,月,,,KanjiComponent
